YearMonth,temp_bins,0
199404,50-59F,5
199404,60-69F,18
199404,70-79F,7
199404,80-89F,0
199404,90-99F,0
199404,>100F,0
199405,30-39F,0
199405,40-49F,0
199405,50-59F,3
199405,60-69F,18
199405,70-79F,8
199405,80-89F,2
199405,90-99F,0
199405,>100F,0
199406,30-39F,0
199406,40-49F,0
199406,50-59F,0
199406,60-69F,5
199406,70-79F,18
199406,80-89F,5
199406,90-99F,2
199406,>100F,0
199407,30-39F,0
199407,40-49F,0
199407,50-59F,0
199407,60-69F,0
199407,70-79F,24
199407,80-89F,7
199407,90-99F,0
199407,>100F,0
199408,30-39F,0
199408,40-49F,0
199408,50-59F,0
199408,60-69F,1
199408,70-79F,17
199408,80-89F,8
199408,90-99F,5
